batch_size=256
discount_factor=0.99
epsilon=1.0
epsilon_min=0.005
epsilon_steps=5000
hidden_sizes=[]
learning_rate=0.001
train_start=100
opponent=random0.5
Round 362: win - win rate: 44.35%, avg reward: -36.48
Round 363: lose - 4 cards left - win rate: 44.51%, avg reward: -36.38
Round 364: win - win rate: 44.38%, avg reward: -36.41
Round 365: win - win rate: 44.54%, avg reward: -36.31
Round 366: win - win rate: 44.69%, avg reward: -36.02
Round 367: lose - 4 cards left - win rate: 44.84%, avg reward: -35.86
Round 368: win - win rate: 44.72%, avg reward: -35.82
Round 369: lose - 4 cards left - win rate: 44.86%, avg reward: -35.64
Round 370: lose - 1 cards left - win rate: 44.74%, avg reward: -35.69
Round 371: win - win rate: 44.62%, avg reward: -35.65
Round 372: lose - 7 cards left - win rate: 44.77%, avg reward: -35.49
Round 373: win - win rate: 44.65%, avg reward: -35.7
Round 374: win - win rate: 44.8%, avg reward: -35.41
Round 375: win - win rate: 44.95%, avg reward: -35.25
Round 376: win - win rate: 45.09%, avg reward: -35.12
Round 377: win - win rate: 45.24%, avg reward: -34.84
